geo_type,region,metric,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020
country/region,Saudi Arabia,confirmed_cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,11,15,20,21,45,86,103,103,118,171,171,274,344,392,511,562,767,900,1012,1104,1203,1299,1453,1563,1720,1885,2039,2179,2402,2605,2795,2932,3287,3651,4033,4462,4934,5369,5862,6380,7142,8274,9362,10484,11631,12772,13930,15102,16299,17522,18811,20077,21402,22753,24097,25459,27011,28656,30251,31938,33731,35432,37136,39048,41014,42925,44830,46869,49176,52016,54752,57345,59854,62545,65077,67719,70161,72560,74795,76726,78541,80185,81766,83384,85261,87142,89011,91182,93157,95748,98869,101914,105283,108571,112288,116021,119942,123308,127541,132048,136315,141234,145991,150292,154233,157612,161005,164144,167267,170639,174577,178504,182493,186436,190823,194225,197608,201801,205929,209509,213716,217108,220144,223327,226486,229480,232259,235111,237803,240474,243238,245851,248416,250920,253349,,,
country/region,Saudi Arabia,driving,100,99.96,97.57,100.88,98.07,83.17,74.13,74.99,76.08,78.25,90.34,92.76,76.29,72.21,82.43,82.12,87.18,110.78,113.37,86.9,79.03,80.53,82.08,86.23,109.87,117.25,88.62,80.81,82.96,83.03,88.06,107.56,110.57,85.45,76.86,79.12,78.7,83.82,105.19,109.71,82.14,76.5,77.67,79.43,86.19,114.36,124.63,89.83,82.2,82.18,84.53,87.61,112.35,115.64,84.32,73.81,81.75,87.86,90.62,95.18,91.31,76.18,68.53,64.75,62.61,62.68,63.68,59.74,49.4,44.73,35.69,38.86,41.65,42.49,40.76,41.49,40.97,42,41.13,42.77,41.52,40.67,42.22,42.68,40.41,38.64,41.62,39.81,40.22,41.6,43.19,40.3,40.43,40.98,38.23,38.76,40.04,41.83,43.09,42.77,44.63,39.31,31.79,33.99,37.79,42.28,44.47,46.03,45.05,46.95,46.68,46.27,48.64,47.57,49.58,48.17,45.18,49.64,51.41,,,52.31,52.5,48.82,52.13,54.13,55.87,56.46,60.54,64.94,58.92,36.79,34.72,40.03,40.68,57.49,66.68,66.65,67.57,82.78,82.47,82.66,82.88,78.48,77.33,75.45,76.37,73.81,74.31,77.18,75.3,75.04,75.04,74.69,75.26,74.29,73.96,74.45,73.99,74.3,93.65,95.3,95.51,96.65,99.25,101.32,98.13,104.04,106.84,105.61,107.02,110.08,110,104.07,103.69,102.82,101.15,101.3,107.2,107.96,102.55,100.33,97.69,99.03
country/region,Saudi Arabia,walking,100,98.89,95.7,97.9,95.85,85.63,76.35,80.04,78.2,78.56,87.54,89.36,77.5,73.48,83.61,82.07,86.34,102.32,106.94,88.3,81.7,81.35,81.53,82.88,101.32,110.23,92.78,82.59,84.58,85.17,88.39,101.21,102.07,84.86,77.54,79.96,76.02,83.26,98.51,101.85,81.05,74.89,76.1,79.83,82.42,109.9,117.13,92.4,84.1,82.57,82.65,82.96,104.87,107.1,83.46,74.9,85.73,88.09,87.08,90.06,90.87,75.64,69.54,66.75,66.14,65.63,65.29,63.19,53.92,49.86,44.36,46.01,48.52,51.02,49.64,49.35,47.97,52.41,48.56,50.36,47.96,48.54,49.61,49.92,47.56,49.96,63.08,51.94,49.24,48.47,52.25,49.08,47.09,50.34,47.45,45.69,47.41,49.09,49.97,49.52,53.35,51.35,41.53,42.74,44.04,52.28,53.22,54.36,51.32,54.35,54.13,53.21,57.91,54.69,55.73,56.38,52.96,58.86,59.07,,,60.18,60.38,59.4,61.23,61.55,61.07,63.99,67.6,68.16,65.03,47.59,50.04,54.02,56.51,71.6,76.46,75.02,75.01,89.28,86.29,85.5,82.89,84.66,81.34,78.62,80.39,76.93,79.37,78.72,78.98,79.64,77.44,78.15,77.57,76.01,76.09,74.03,74.79,73.15,86.92,92.59,94.54,93.78,93.7,97.48,99.22,99.69,105.94,102.89,103.13,103.42,104.49,98.91,99.73,98.17,99.35,103,105.78,106.79,101.73,101.34,98.07,96.58
country/region,Saudi Arabia,retail_and_recreation_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-5,-8,-7,-7,-5,-6,-9,-7,-9,-6,-5,2,3,1,1,-2,-1,-1,1,-1,-4,-4,-8,-5,-7,-10,-16,-16,-14,-29,-35,-38,-41,-50,-49,-49,-58,-56,-54,-57,-65,-56,-54,-56,-55,-56,-57,-66,-58,-55,-56,-75,-74,-73,-78,-72,-69,-71,-73,-73,-73,-77,-73,-70,-70,-71,-71,-68,-76,-75,-69,-67,-66,-60,-61,-65,-60,-57,-59,-59,-58,-59,-63,-58,-52,-53,-51,-56,-58,-62,-56,-54,-53,-52,-50,-48,-44,-83,-84,-82,-81,-79,-54,-61,-52,-30,-33,-34,-35,-38,-45,-41,-36,-39,-39,-38,-41,-49,-40,-36,-39,-38,-39,-41,-48,-40,-22,-23,-24,-25,-25,-31,-24,-15,-16,-14,-22,-23,-28,-24,-19,-22,-21,-23,-22,-27,-24,-19,,
country/region,Saudi Arabia,grocery_and_pharmacy_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-2,-4,-3,-4,-4,-3,-4,-4,-6,-3,-1,5,6,6,5,3,3,2,3,2,2,2,2,3,0,0,-1,0,4,2,-5,-8,-12,-18,-16,-18,-25,-22,-19,-22,-29,-24,-24,-26,-26,-26,-26,-32,-28,-24,-25,-38,-38,-37,-44,-36,-34,-38,-40,-39,-39,-45,-42,-39,-40,-39,-37,-29,-41,-43,-39,-35,-34,-33,-33,-36,-34,-32,-33,-32,-31,-31,-35,-31,-25,-26,-21,-27,-29,-32,-29,-26,-25,-22,-16,-10,4,-62,-72,-65,-60,-57,-28,-35,-29,-9,-14,-15,-15,-17,-22,-20,-16,-19,-19,-17,-19,-26,-20,-17,-20,-19,-19,-21,-26,-22,-10,-11,-10,-11,-10,-16,-12,-3,-3,3,-10,-10,-14,-12,-8,-10,-9,-11,-9,-15,-13,-10,,
country/region,Saudi Arabia,parks_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,3,3,8,-3,4,-3,3,5,2,-3,-3,3,-2,2,0,0,2,-2,-1,-9,-2,0,4,4,-12,-17,-14,-8,-19,-25,-29,-42,-59,-50,-43,-51,-51,-51,-61,-74,-59,-49,-51,-52,-52,-61,-74,-61,-52,-53,-64,-65,-70,-80,-68,-59,-61,-64,-63,-69,-79,-69,-61,-60,-62,-63,-68,-81,-72,-62,-60,-61,-59,-65,-77,-65,-56,-57,-58,-57,-65,-76,-64,-54,-55,-55,-57,-65,-76,-64,-55,-56,-57,-56,-62,-71,-79,-75,-73,-72,-70,-61,-73,-60,-35,-37,-38,-39,-49,-60,-50,-38,-40,-41,-41,-50,-62,-48,-36,-38,-39,-39,-49,-60,-47,-18,-14,-17,-18,-28,-36,-26,-14,-14,-15,-15,-26,-33,-22,-12,-9,-10,-13,-22,-32,-23,-12,,
country/region,Saudi Arabia,transit_stations_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,-5,-7,-6,-4,-3,-13,-8,-7,-8,-3,-3,-2,-10,-6,-6,-8,-8,-6,-9,-17,-16,-18,-21,-19,-21,-25,-31,-28,-34,-43,-47,-50,-56,-62,-69,-69,-72,-73,-73,-76,-82,-77,-75,-75,-74,-74,-77,-83,-78,-76,-76,-83,-82,-83,-85,-83,-80,-81,-81,-82,-83,-86,-83,-81,-80,-80,-80,-81,-86,-84,-81,-78,-78,-76,-78,-83,-79,-77,-77,-76,-76,-77,-82,-78,-75,-75,-73,-75,-77,-82,-77,-76,-74,-74,-73,-75,-77,-87,-88,-87,-86,-85,-76,-80,-74,-61,-59,-58,-59,-62,-70,-64,-60,-59,-59,-59,-61,-68,-63,-59,-60,-59,-60,-63,-69,-63,-55,-54,-54,-54,-56,-63,-58,-53,-51,-49,-50,-52,-59,-54,-50,-50,-49,-50,-51,-57,-54,-50,,
country/region,Saudi Arabia,workplaces_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,3,3,-4,0,4,4,3,-1,3,-3,2,5,4,4,4,4,-3,2,4,-8,-9,-9,-9,-5,0,-11,-19,-24,-27,-31,-21,-20,-37,-42,-43,-44,-46,-38,-31,-45,-46,-46,-46,-46,-40,-34,-47,-48,-65,-63,-62,-49,-49,-59,-60,-63,-63,-62,-48,-50,-60,-60,-60,-61,-61,-50,-51,-58,-55,-54,-50,-49,-38,-35,-48,-48,-48,-48,-47,-35,-33,-45,-46,-46,-47,-47,-34,-31,-47,-48,-48,-48,-48,-26,-64,-79,-77,-75,-72,-49,-28,-24,-29,-30,-31,-31,-31,-19,-18,-33,-32,-32,-33,-33,-19,-15,-32,-31,-31,-32,-32,-18,-14,-27,-28,-29,-27,-27,-11,-10,-25,-26,-26,-26,-26,-11,-10,-26,-26,-27,-26,-26,-12,-9,-25,,
country/region,Saudi Arabia,residential_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,5,5,5,7,6,5,7,9,11,13,16,14,14,18,21,22,21,26,21,19,23,22,22,22,26,21,20,23,22,29,29,32,24,25,28,28,29,30,33,24,25,28,28,28,28,31,25,27,29,27,26,26,29,21,21,25,25,25,25,28,21,21,24,24,24,25,28,21,21,25,25,25,25,27,17,30,35,34,34,33,26,19,19,15,15,15,16,19,16,15,17,17,17,17,20,16,15,17,17,17,17,20,16,14,13,12,13,13,15,12,9,11,11,10,11,14,11,9,11,11,11,11,13,11,9,11,,
