geo_type,region,metric,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020
country/region,Russia,confirmed_cases,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,13,13,17,17,20,20,28,45,59,63,90,114,147,199,253,306,367,438,495,658,840,1036,1264,1534,1836,2337,2777,3548,4149,4731,5389,6343,7497,8672,10131,11917,13584,15770,18328,21102,24490,27938,32008,36793,42853,47121,52763,57999,62773,68622,74588,80949,87147,93558,99399,106498,114431,124054,134687,145268,155370,165929,177160,187859,198676,209688,221344,232243,242271,252245,262843,272043,281752,290678,299941,308705,317554,326448,335882,344481,353427,362342,370680,379051,387623,396575,405843,414328,423186,431715,440538,449256,458102,467073,476043,484630,493023,501800,510761,519458,528267,536484,544725,552549,560321,568292,576162,583879,591465,598878,606043,613148,619936,626779,633563,640246,646929,653479,660231,666941,673564,680283,686852,693215,699749,706240,712863,719449,726036,732547,738787,745197,751612,758001,764215,770311,776212,,,
country/region,Russia,driving,100,101.13,102,103.86,111.2,107.34,102.74,102.88,105.62,106.04,106.18,114.4,107.62,104.16,105.06,106.76,105.36,107.26,114.67,107.35,103.63,103.43,105.31,107.4,108.56,113.51,105.89,102.91,105.67,108.03,109.87,112.41,124.25,113.37,107.96,107.44,111,112.54,117.7,132.56,119.17,98.03,110.32,107.76,109.73,112.49,118.32,110.44,104.5,103.4,108.29,109.96,116.65,130.31,119.01,101.35,113.87,108.58,109.8,107.6,114.46,108.95,100.08,101.1,103.54,100.43,100.26,106.16,93.22,90.74,93.79,94.91,94.43,95.15,102.53,76.99,65.35,59.68,54.1,47.14,46.17,49.35,45.98,47.82,53.17,57.15,57.54,59.5,62.77,55.68,55.92,59.94,61.43,59.61,58.43,60.45,52.15,50.24,58.62,60.48,60.61,61.54,64.28,58.11,58.5,64.88,67.19,70.31,77.78,67.56,63.76,62.77,66.26,70.62,71.43,73.71,76.36,63.17,66.75,,,79.54,81.21,87.33,78.65,78.27,83.07,85.67,86.02,85.9,91.96,83.19,84.78,91.02,94.03,96.98,98.53,106.26,98.79,96.56,102.26,102.86,104.3,105.53,115.79,105.88,108.24,114.54,119.95,125.37,142.95,121.4,112.66,129.73,129.21,135.28,134.79,136.5,144.01,125.53,127.52,135.98,142.59,139.91,145.85,160.44,141.45,141.66,144.54,150.72,149.63,155.89,170.7,156.1,189.74,186.93,178.43,175.49,175.36,244.69,169.69,171.35,178.59,177.51
country/region,Russia,walking,100,103.91,102.6,105.07,114.14,112,97.02,104.61,104.74,105.48,103.19,112.4,110.04,99.34,105.72,107.23,107.95,105.88,113.54,109.15,95.75,103.36,106.3,105.84,104.71,104.39,104.28,96.26,106.63,109.49,112.52,116.65,128.39,121.28,105.52,111.89,118.29,119.69,127.32,136.11,124.75,99.97,102.01,110.01,110.99,113.25,120.28,116.52,104.35,108.18,109.66,114.53,117.97,124.12,128.22,112.37,111.55,114.92,114.62,115.19,115.3,113.78,91.12,97.95,98.73,93.53,93.77,93.74,82.56,76.79,84.84,86.66,90.48,88.23,87.26,65.51,53.22,46.03,40.93,36.45,36.55,39.47,38.13,36.69,42.56,48.01,46.66,48.55,49.91,44.62,43.06,49.81,46.97,46.52,45.2,47.28,42.35,40.16,47.24,48.33,47.84,48.95,50.71,46.9,46.99,50.97,52.59,54.12,58.16,54.03,52.86,51.28,54.75,58.21,58.7,61.36,61.07,53.51,54.54,,,65.52,66.57,69.77,63.91,63.37,69.13,71.07,70.35,68.9,71.52,67.45,69.03,81.37,84.6,86.78,87.23,80.53,82.78,71.9,85.98,88.34,90.61,89.49,90.53,92.86,96.71,108.15,111.71,110.41,114.33,100.83,97.64,107.9,125.48,129.48,131.19,124.45,125.37,106.27,111.54,136.56,137.27,136.53,139.36,143.84,126.42,121.45,144.13,144.77,143.49,146.72,144.37,138.02,167.5,188.38,171.67,168.57,174.34,185.92,154.38,149.91,181.45,171.27
country/region,Russia,retail_and_recreation_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,4,7,7,11,11,13,11,3,2,3,4,4,8,12,4,7,9,14,14,20,22,9,4,6,7,6,10,6,5,8,3,0,-2,-6,-8,-5,-5,-2,-4,-5,-33,-42,-45,-49,-56,-57,-56,-60,-58,-48,-46,-47,-44,-44,-49,-49,-42,-41,-41,-42,-42,-47,-56,-45,-42,-43,-42,-42,-47,-46,-39,-38,-37,-29,-44,-49,-44,-39,-39,-36,-34,-32,-47,-43,-34,-30,-30,-29,-29,-36,-34,-27,-27,-27,-27,-29,-34,-33,-23,-23,-22,-20,-25,-30,-32,-16,-17,-18,-18,-18,-24,-20,-12,-12,-10,-3,-18,-26,-18,-5,-5,-7,-9,-12,-20,-17,-6,-3,-7,-7,-9,-18,-15,-4,-1,2,-2,-6,-14,-12,0,-1,-3,-1,-3,-12,-9,,
country/region,Russia,grocery_and_pharmacy_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,4,5,5,9,8,11,9,-3,3,2,4,3,6,9,4,7,9,15,12,20,20,1,4,6,7,7,10,10,12,19,13,7,5,2,2,1,1,7,8,9,-5,-13,-18,-22,-30,-32,-30,-34,-31,-24,-21,-23,-20,-18,-22,-20,-18,-17,-17,-17,-15,-16,-32,-25,-20,-21,-18,-18,-21,-18,-16,-15,-14,-3,-19,-25,-17,-16,-16,-13,-10,-6,-19,-16,-10,-8,-8,-7,-6,-10,-7,-7,-6,-5,-6,-6,-9,-7,-3,-2,-1,1,-4,-5,-7,2,1,0,1,2,-1,4,5,5,8,18,1,-6,4,11,12,10,8,6,0,4,8,12,6,7,6,-1,3,7,12,14,10,8,2,6,11,11,8,11,10,3,7,,
country/region,Russia,parks_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-1,5,6,12,12,6,10,5,2,4,8,3,3,44,3,6,11,13,11,11,36,36,9,10,10,6,3,-2,2,9,8,8,4,-2,6,4,5,13,16,12,-3,-7,-20,-28,-36,-37,-37,-40,-35,-29,-22,-23,-17,-23,-31,-28,-21,-22,-23,-25,-27,-34,-26,-22,-20,-22,-19,-22,-28,-16,-15,-13,-15,-3,-5,-12,1,7,6,-1,2,2,2,7,15,2,1,2,-1,-6,8,3,5,6,3,3,5,18,18,21,28,29,18,21,11,15,18,21,20,22,29,56,50,50,49,63,61,38,57,57,64,64,61,51,43,51,56,67,90,55,58,61,59,55,61,77,62,64,65,73,79,80,71,73,69,71,89,,
country/region,Russia,transit_stations_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,3,5,4,7,9,10,4,-20,5,4,5,5,8,11,4,6,7,9,10,14,14,-15,6,7,6,4,9,4,4,2,-2,-5,-6,-6,-8,-12,-12,-10,-11,-11,-22,-30,-46,-51,-57,-60,-58,-55,-53,-52,-49,-49,-47,-47,-46,-45,-47,-47,-48,-50,-49,-48,-50,-50,-48,-49,-48,-48,-45,-42,-45,-44,-43,-38,-52,-45,-39,-50,-49,-42,-41,-40,-42,-37,-44,-35,-36,-36,-35,-32,-30,-35,-33,-32,-34,-33,-29,-27,-29,-28,-26,-26,-29,-22,-27,-25,-24,-23,-24,-22,-16,-10,-18,-16,-15,-9,-28,-20,-7,-11,-9,-10,-11,-12,-10,-6,-10,-6,-18,-10,-9,-6,-3,-8,-4,-14,-6,-6,-4,1,-4,-3,-6,-5,-4,-2,5,,
country/region,Russia,workplaces_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,2,2,1,1,-62,4,5,5,5,9,8,6,6,6,7,6,3,0,-63,5,5,5,4,8,5,3,-1,-4,-6,-8,-7,2,-14,-15,-15,-16,-17,-22,-16,-51,-55,-59,-61,-59,-44,-31,-49,-49,-48,-47,-46,-35,-24,-44,-44,-45,-45,-45,-34,-27,-44,-44,-44,-43,-43,-32,-20,-41,-42,-41,-40,-69,-37,-15,-64,-64,-41,-42,-42,-39,-15,-64,-35,-35,-34,-34,-23,-8,-33,-33,-33,-33,-32,-21,-7,-32,-30,-29,-29,-30,-16,-1,-27,-27,-27,-27,-27,-14,2,-26,-25,-25,-26,-59,-17,7,-24,-24,-24,-25,-25,-10,8,-26,-25,-53,-25,-26,-10,9,-24,-24,-54,-25,-26,-12,5,-26,-27,-26,-26,-27,-12,5,,
country/region,Russia,residential_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,0,0,-1,-1,-2,-2,13,0,-1,-1,0,0,-1,0,-1,-1,-2,-2,-2,-4,12,-1,-1,-1,0,-1,0,0,1,1,2,3,2,1,4,4,4,4,4,4,4,16,18,20,22,23,13,9,17,17,16,15,16,9,6,15,15,15,16,17,10,6,15,15,15,15,15,8,4,13,13,12,10,17,6,1,15,14,11,11,11,4,0,12,9,9,9,9,3,-1,9,9,8,9,9,2,-2,7,7,6,5,6,-1,-3,5,6,5,5,5,-2,-6,3,2,2,0,7,-2,-7,1,1,1,1,1,-4,-6,2,0,7,1,0,-5,-7,1,0,6,0,-1,-6,-9,-1,-1,-1,-1,-2,-7,-10,,
