geo_type,region,metric,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020
country/region,Latvia,confirmed_cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,6,8,10,10,17,26,30,34,49,71,86,111,124,139,180,197,221,244,280,305,347,376,398,446,458,493,509,533,542,548,577,589,612,630,651,655,657,666,675,682,712,727,739,748,761,778,784,804,812,818,836,849,858,870,871,879,896,896,900,909,928,930,939,946,950,951,962,970,997,1008,1009,1012,1016,1025,1030,1046,1047,1049,1053,1057,1061,1064,1065,1066,1066,1071,1079,1082,1085,1086,1088,1088,1089,1092,1094,1096,1097,1097,1097,1098,1104,1108,1110,1111,1111,1111,1111,1111,1111,1112,1115,1116,1117,1118,1121,1122,1122,1123,1124,1127,1134,1141,1154,1165,1173,1173,1174,1174,1178,1179,1185,1189,1192,1192,,,
country/region,Latvia,driving,100,100.86,103.78,106.99,117.63,117.49,103.15,102.24,102.12,103.22,103.71,122.65,124.21,103.64,100.15,99.27,104.75,104.33,120.46,115.39,100.69,102.88,105.67,102.77,106.85,125.66,129.95,110.71,104.18,116.77,116.46,115.91,146.66,134.01,110.55,108.26,109.37,107.69,114.64,134.09,127.43,109.67,109.16,105.86,106.2,113.13,134.46,122.41,100.84,98.53,106.91,103.35,112.68,128.26,125.94,108.47,99.05,101.3,97.94,81.05,86.18,74.49,74.55,63.64,62.99,55.92,65.05,63.25,63.43,60.66,55.75,56.89,62.11,64.77,74.1,77.67,50.3,49.27,52.13,50.21,54,58.76,63.77,70.48,71.02,78.75,78.18,70.06,72.83,69.72,46.42,55.04,58.11,63.09,61.69,68.54,74.24,70.24,65.96,73.26,78.78,76.29,78.77,81.06,73.13,71.92,72.38,76.82,89.74,97.14,72.42,83.73,88.87,82.89,82.29,82.32,95.31,99.83,99.32,,,84.11,87.76,98.6,87.99,88.85,94.36,97.33,102.16,100.76,127.59,126.26,97.39,103.38,124.82,115.75,116.09,141.3,129.64,125.6,118.38,124.96,123.13,129.37,138.89,133.69,119.71,118.44,123.55,129.39,129.83,158.13,154.16,140.18,135.14,153.34,153.22,157.49,172.95,166.31,167.68,156.43,148.8,140.62,167.69,192.36,198.53,175.79,147.77,160.99,168.23,165.76,195.89,188.86,184.76,186.69,189.1,185.29,186.1,263.71,199.17,193.91,200.1,209.84
country/region,Latvia,walking,100,95.31,98.96,104.59,128.36,113.27,88.94,94.27,95.01,97.81,104.31,146.37,140.56,86.7,102.96,98.06,107.26,110.78,135.72,128.08,86.47,105.66,108.13,101.02,112.79,147.44,149.86,105.53,112.28,135.34,139.26,130.9,173.15,156.03,101.4,123.11,127.67,123.13,132.92,165.73,145.66,109.1,120.71,108.33,113.89,126.01,171.41,155.06,100.92,109.12,110.65,101.3,114.6,154.96,146.22,101.71,105.86,96.28,96.03,88.94,86.83,61.63,59.49,44.94,53.76,44.1,54.7,45.66,43.13,45.99,44.15,47.87,58.17,55.13,57.2,67.72,34.34,36.03,37.66,39.82,35.49,37.89,48.28,54.6,63.69,65.73,59.62,47.72,57.58,50.04,33.96,34.17,33.55,42.85,46.29,41.1,53.58,48.28,52.15,63.18,64.71,63.01,61.53,54.01,52.48,63.77,52.69,56.74,62.14,72.61,41.3,56.61,75.21,65.86,70.42,63.41,76.46,77.89,68.36,,,55.57,65.76,72.31,46.98,52.28,71.21,72.92,68.03,67.03,88.56,85.96,54.73,77.27,94.47,97.89,91.92,99.9,87.49,79.72,95.29,107.59,92.46,107.44,106.62,92.18,73.89,89.48,98.37,114.24,97.78,131.97,113.35,81.81,104.59,142.14,126.24,123.77,127.82,106.34,103.54,90.11,84.25,77.58,117.45,153.3,142.01,109.94,120.94,123.41,145.71,140.99,164.43,144.99,133.68,158.7,169.81,156.08,164.51,174.06,162.47,142.11,166.55,184.79
country/region,Latvia,retail_and_recreation_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,1,0,1,4,-3,7,1,-1,3,-2,2,1,4,-2,-1,-1,2,7,8,25,2,4,2,3,-8,-25,-17,-24,-25,-33,-30,-34,-39,-35,-34,-34,-31,-33,-32,-40,-50,-38,-38,-40,-42,-38,-44,-36,-29,-25,-25,-21,-37,-39,-53,-52,-34,-30,-33,-29,-37,-36,-29,-26,-25,-27,-27,-33,-32,-25,-26,-25,-15,-34,-40,-26,-35,-21,-18,-20,-16,-20,-9,-23,-17,-18,-18,-16,-24,-18,-13,-14,-12,-16,-9,-15,-17,-10,-5,-6,-7,-4,-12,-3,-6,-5,-6,-4,-2,-9,-5,-7,-3,2,-1,2,0,1,1,7,8,4,4,-1,13,14,-17,-49,-1,0,-7,2,4,3,5,4,5,0,6,11,10,8,7,6,1,9,,
country/region,Latvia,grocery_and_pharmacy_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,-1,2,-1,2,1,-3,7,0,0,2,0,2,4,8,0,2,-1,4,7,11,31,2,5,3,14,12,1,12,-7,-5,-13,-11,-14,-13,-9,-17,-15,-13,-14,-11,-10,-22,-22,-19,-22,-24,-19,-15,-6,-14,-7,-8,0,-11,-6,-20,-33,-18,-14,-15,-9,-10,-10,-17,-12,-11,-12,-10,-8,-7,-13,-11,-10,1,-15,-16,-1,-17,-7,-3,-3,2,8,20,-10,-1,-4,-3,-1,-3,1,-2,-1,-1,-2,4,5,2,-1,6,4,5,8,6,13,2,5,4,7,10,8,10,2,8,10,8,10,16,14,7,15,16,14,15,16,28,32,16,-30,10,9,10,18,11,10,10,10,10,10,13,12,15,11,13,12,12,18,,
country/region,Latvia,parks_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,-2,6,3,12,-4,-26,10,8,0,9,-7,0,15,38,6,7,-1,7,26,6,83,14,8,-1,-7,-12,-22,56,-18,26,-14,29,3,10,47,9,16,34,36,35,47,-18,-11,5,-8,-22,-16,-1,71,38,61,49,2,36,22,3,-7,-25,-1,-14,-8,7,52,16,42,58,42,19,26,47,24,19,22,40,91,8,95,120,37,48,26,40,67,153,-21,21,6,18,11,-8,29,35,34,31,8,51,93,44,35,89,89,49,60,78,135,49,77,64,62,84,66,109,33,42,73,59,75,104,107,36,112,138,120,119,119,204,195,235,199,132,153,162,211,76,55,86,84,108,118,124,108,110,97,96,82,112,166,,
country/region,Latvia,transit_stations_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,0,0,3,2,-3,5,4,-1,2,0,0,8,9,2,-1,-1,2,5,8,26,3,0,-1,-3,-18,-21,-6,-27,-33,-42,-36,-40,-32,-31,-40,-39,-36,-36,-36,-23,-48,-46,-45,-47,-50,-48,-37,-26,-37,-34,-35,-40,-47,-33,-44,-62,-50,-44,-46,-45,-33,-32,-41,-37,-33,-35,-38,-28,-31,-38,-38,-36,-30,-40,-37,-23,-41,-34,-30,-32,-29,-13,-4,-42,-32,-35,-31,-32,-28,-26,-26,-28,-28,-30,-23,-6,-23,-25,-19,-17,-20,-19,-8,-4,-20,-16,-18,-16,-14,-8,-7,-21,-19,-11,-15,-13,6,-7,-16,-5,-2,-5,-6,4,12,-10,-18,-33,-11,-9,3,6,-10,-12,-8,-7,-7,3,-2,-6,-5,-8,-6,-10,3,7,,
country/region,Latvia,workplaces_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,2,2,2,1,-1,1,2,3,2,2,1,4,3,2,2,1,2,2,3,7,1,2,0,0,-19,-9,-8,-30,-34,-37,-38,-38,-18,-20,-39,-40,-41,-41,-40,-23,-25,-41,-42,-43,-44,-43,-26,-24,-42,-42,-42,-43,-77,-31,-34,-82,-41,-42,-42,-41,-20,-20,-40,-39,-39,-39,-39,-19,-19,-38,-38,-38,-38,-75,-25,-15,-78,-36,-36,-36,-34,-10,-5,-36,-34,-33,-33,-33,-10,-7,-31,-31,-31,-31,-29,-3,-3,-30,-28,-28,-28,-27,3,8,-27,-26,-27,-26,-26,3,8,-27,-26,-25,-26,-24,80,11,-27,-25,-25,-26,-25,17,20,-65,-77,-81,-36,-33,7,13,-28,-29,-28,-28,-28,5,6,-31,-31,-30,-30,-31,3,11,,
country/region,Latvia,residential_percent_change_from_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,0,0,0,0,1,-1,1,0,0,1,0,0,-1,1,0,1,0,-1,-1,-4,1,0,1,1,7,6,2,12,12,14,14,15,8,5,15,15,14,15,15,4,7,16,16,17,18,18,9,4,14,12,12,14,23,7,7,26,16,16,17,16,7,4,14,12,11,12,13,4,3,13,11,12,10,17,6,0,17,11,10,11,10,0,-5,13,11,11,10,10,4,1,9,9,9,11,7,-4,-1,8,5,5,7,5,-4,-6,6,4,5,5,2,-3,-5,6,4,3,4,2,-9,-6,5,1,0,1,0,-8,-10,4,3,-1,2,2,-6,-8,3,4,3,3,1,-5,-5,3,2,2,2,3,-5,-8,,
