"","country","cases","grocery","residential","transit","workplaces"
"1","AE",181.327921994214,11.628700043535,1.75608761947517,6.25655185994021,7.28041289613911
"2","AR",2124.86117170354,7.58879719850536,1.32984394075956,2.75508300657715,0.66197065842483
"3","AT",98.9608384217086,9.46179331013144,2.94188504310433,7.2072642469302,20.817276204816
"4","AU",1.67456367417477,2.56823032005953,4.17267098019416,1.04366199194994,3.16578670556643
"5","BE",253.819306637442,9.1661607351289,6.35119271660755,5.41810128193113,41.3692627587869
"6","BG",50.8839868411653,7.36648925707424,9.9377367685542,8.80157918169205,33.8654595549633
"7","BR",30111.3041503654,9.25738596111998,2.39889606453969,4.45726161621973,13.807596752423
"8","CA",799.531777468917,0.904413902035254,6.38833183175187,8.89398138795687,21.8455722349426
"9","CL",101.381333550516,11.8553989323803,4.14357398564896,3.12869604753191,19.6169566144892
"10","CO",757.463875136675,16.0078042268594,7.27708584802546,6.87895714814433,22.5161066814683
"11","CZ",8.37715531853086,1.53058623634208,8.98181891261282,3.69792654285774,29.6107814205434
"12","DE",1072.14955281795,43.0021614887303,1.18914645599275,0.398922543046399,12.3963566423178
"13","DK",27.7898667023094,7.13744351526621,0.446318677646342,7.81303764246607,4.30002800246384
"14","EE",6.49526607574824,0.401072361338632,7.9129830660238,9.08678755570771,39.7315473544529
"15","EG",8.76511569810892,2.39581648800956,0.313704137631685,0.637031419458747,4.03852608849977
"16","ES",23602.9390362225,7.36739640969977,9.63309406598352,6.55514550344207,47.642566168681
"17","FI",13.7096195151894,5.67224321131811,6.09226960938282,0.313196607799915,28.5242286172842
"18","FR",8096.59501126478,2.31627872867084,5.60542782934492,9.10839709242022,32.5253068134622
"19","GB",169.501607000668,2.8600770105543,14.0330211314268,22.7528567694954,61.7460057861959
"20","GR",28.6069513546486,91.5624944047731,7.35175671523836,9.80349717276045,32.2281720755287
"21","HR",115.522734121721,4.20310006441134,9.36039289274174,43.0587329476798,53.8683642235982
"22","HU",111.166713567673,1.44025682150279,8.45705292666369,17.5488717703733,34.2800133877751
"23","ID",139.359305363985,3.38319294009209,3.96412688495176,1.35474169857451,23.7294606292611
"24","IE",23.0779666932804,7.87969470594458,7.41346668086689,11.6292887953802,42.2369719492586
"25","IL",2017.85631251889,6.59363324775767,5.06641463178783,0.387232612193451,19.0276876976471
"26","IN",9093.07040243955,20.5644636761929,4.51496827792432,5.40553201523679,28.041937425542
"27","IT",331.96073004599,12.1264119763416,10.7920890654565,18.3950118647069,64.6267515490718
"28","JP",159.530408356407,4.27015984438414,1.56271094501789,4.94104782743438,0.791039599090119
"29","KH",0.82051111424482,0.958372100238436,2.24541994539263,1.03152504911027,14.479543085267
"30","KR",9.38712355516134,2.81719548249747,0.542319570873426,14.9020656748754,11.5519031411358
"31","LT",0.999010771061475,14.366559482362,14.2708750292403,6.38807721525546,59.4991732442618
"32","LV",9.33899027197996,9.38853070037778,11.7124403072211,6.99977588642194,42.6577719788733
"33","MA",151.298320868314,16.0059730772128,2.1675991321911,13.0704072094266,21.1990635814156
"34","MX",383.188398875569,8.78284526116411,5.69956394683106,5.28222745698259,21.8752843907551
"35","MY",10.4372037887064,19.225968674325,11.2248724699733,5.98237736919559,48.8791158710295
"36","NL",6.97193523106746,0.117092347353753,3.35891493071099,4.78477945871969,40.5110808256768
"37","NZ",4.61079301696756,3.66157792032213,3.88334382958449,19.0494900717268,29.2622703471328
"38","PH",859.365704770204,18.8945881366696,11.5263090080777,7.54834754731776,39.3764918617137
"39","PT",47.619795381907,16.964943293684,10.1844111035603,4.14756930292542,40.473518087997
"40","RU",161.330678612881,8.54285593208578,12.4775770585247,7.34944894732772,34.8091701853974
"41","SA",25.3790273852004,2.00585223126244,1.44729092802569,1.00048837368556,14.828903855209
"42","SE",494.383804144721,4.89112895702059,6.00299266883481,6.48030497844386,39.5419275774298
"43","SG",11.9596482469189,8.85903874664674,8.41227447773658,0.07308925939569,25.5236368215072
"44","SI",12.1361306844921,89.377698880904,8.8584070275205,10.4225363637935,16.5392782405006
"45","SK",11.8499969538897,34.0667598735897,9.87456086656572,10.0223548843176,37.5616347529138
"46","TH",5.24145283353859,7.59145123515585,1.11037365880706,7.58607823481322,1.53502351088557
"47","TR",123.425726199231,8.67058733725374,3.51232213018915,0.690348597328029,14.809366466979
"48","UA",3.65973049842977,10.6195033299504,5.55288570298772,4.23802863545763,35.0423853255406
"49","US",747.104055296443,3.81036233777729,8.4442591976159,7.43913496689764,20.2054342651886
"50","UY",7.00507411520084,0.904800402088561,3.61024889407403,11.4079096324056,19.514837702393
"51","VN",4.62878770811547,6.26739747355897,0.533625070127883,1.60500352477551,11.9526695565827
"52","ZA",626.284933492967,2.70070487127573,6.38627842649219,7.27708310082029,25.8661474415962
