"PASSENGERS","ORIGIN_COUNTRY","DEST_COUNTRY","MONTH",
173.00,"CA","US",1,
174.00,"US","MX",1,
174.00,"US","DO",1,
174.00,"MX","US",1,
175.00,"US","MX",1,
175.00,"MX","US",1,
175.00,"US","BS",1,
175.00,"US","CA",1,
175.00,"BS","US",1,
175.00,"KY","US",1,
175.00,"MX","US",1,
176.00,"US","CW",1,
176.00,"CA","US",1,
176.00,"US","MX",1,
177.00,"MX","US",1,
177.00,"US","MX",1,
177.00,"US","KY",1,
177.00,"US","MX",1,
177.00,"US","BS",1,
177.00,"MX","US",1,
177.00,"US","MX",1,
177.00,"US","CR",1,
178.00,"SX","US",1,
178.00,"MX","US",1,
178.00,"CR","US",1,
178.00,"US","MX",1,
179.00,"US","MX",1,
180.00,"US","PA",1,
180.00,"US","CR",1,
181.00,"BS","US",1,
182.00,"PA","US",1,
182.00,"MX","US",1,
182.00,"MX","US",1,
183.00,"AI","US",1,
185.00,"US","CU",1,
186.00,"GP","US",1,
190.00,"US","KN",1,
191.00,"BR","US",1,
191.00,"NG","US",1,
191.00,"US","SV",1,
193.00,"CA","US",1,
195.00,"US","JP",1,
196.00,"CA","US",1,
197.00,"CA","US",1,
197.00,"US","BR",1,
197.00,"US","MX",1,
198.00,"US","AU",1,
199.00,"US","CA",1,
200.00,"US","CA",1,
203.00,"US","VG",1,
203.00,"US","JP",1,
205.00,"US","JM",1,
206.00,"US","CA",1,
206.00,"DO","US",1,
208.00,"US","KI",1,
209.00,"US","BS",1,
209.00,"CA","US",1,
210.00,"BR","US",1,
211.00,"BM","US",1,
211.00,"CA","US",1,
212.00,"US","CA",1,
213.00,"GT","US",1,
214.00,"KI","US",1,
214.00,"PH","US",1,
216.00,"US","DO",1,
219.00,"BL","US",1,
219.00,"US","CU",1,
220.00,"US","DO",1,
222.00,"BS","US",1,
223.00,"JP","US",1,
223.00,"CA","US",1,
224.00,"US","GP",1,
225.00,"US","BS",1,
225.00,"US","MX",1,
226.00,"US","JP",1,
227.00,"US","MX",1,
228.00,"FJ","US",1,
231.00,"KY","US",1,
232.00,"US","CN",1,
234.00,"AW","US",1,
235.00,"US","CA",1,
235.00,"US","KY",1,
236.00,"US","BS",1,
236.00,"US","GB",1,
238.00,"BS","US",1,
240.00,"JM","US",1,
241.00,"US","BS",1,
243.00,"VG","US",1,
243.00,"BS","US",1,
244.00,"US","BS",1,
245.00,"FM","US",1,
246.00,"US","CV",1,
246.00,"US","WS",1,
247.00,"US","GP",1,
249.00,"CU","US",1,
249.00,"BS","US",1,
250.00,"US","KY",1,
250.00,"US","MX",1,
252.00,"CA","US",1,
252.00,"SR","US",1,
252.00,"US","HN",1,
253.00,"US","FM",1,
253.00,"CW","US",1,
255.00,"US","MX",1,
256.00,"US","CA",1,
258.00,"US","CU",1,
258.00,"US","BS",1,
258.00,"US","IS",1,
259.00,"US","CA",1,
260.00,"US","CA",1,
261.00,"US","BS",1,
261.00,"US","GB",1,
261.00,"US","BS",1,
262.00,"CA","US",1,
262.00,"US","PH",1,
264.00,"BS","US",1,
265.00,"BS","US",1,
265.00,"US","MH",1,
266.00,"MH","US",1,
269.00,"CN","US",1,
269.00,"US","CA",1,
271.00,"US","BS",1,
271.00,"US","HN",1,
271.00,"CN","US",1,
272.00,"US","CA",1,
273.00,"BS","US",1,
276.00,"US","MX",1,
278.00,"US","GT",1,
279.00,"MX","US",1,
279.00,"US","KY",1,
280.00,"US","MX",1,
281.00,"CA","US",1,
281.00,"ZA","US",1,
282.00,"MX","US",1,
284.00,"DO","US",1,
287.00,"US","BS",1,
287.00,"MX","US",1,
288.00,"MX","US",1,
290.00,"US","AI",1,
291.00,"CA","US",1,
293.00,"US","MX",1,
294.00,"CA","US",1,
294.00,"IS","US",1,
295.00,"MX","US",1,
298.00,"US","CA",1,
298.00,"US","BR",1,
299.00,"MX","US",1,
302.00,"US","CA",1,
302.00,"US","CA",1,
303.00,"US","MX",1,
303.00,"SX","US",1,
305.00,"US","HN",1,
308.00,"HN","US",1,
308.00,"US","EC",1,
309.00,"IE","US",1,
312.00,"US","MQ",1,
312.00,"US","FJ",1,
313.00,"CA","US",1,
314.00,"US","HN",1,
318.00,"CA","US",1,
318.00,"GB","US",1,
319.00,"CA","US",1,
320.00,"US","BS",1,
323.00,"US","BS",1,
325.00,"US","MX",1,
327.00,"US","MX",1,
328.00,"US","MX",1,
328.00,"LC","US",1,
329.00,"DO","US",1,
330.00,"US","KH",1,
330.00,"US","MX",1,
330.00,"MQ","US",1,
333.00,"US","CA",1,
335.00,"US","CA",1,
335.00,"US","TT",1,
336.00,"MX","US",1,
336.00,"US","DO",1,
337.00,"US","MX",1,
339.00,"CA","US",1,
342.00,"US","TC",1,
345.00,"BS","US",1,
346.00,"CA","US",1,
346.00,"MX","US",1,
346.00,"US","NG",1,
347.00,"US","CA",1,
347.00,"US","CA",1,
347.00,"US","IN",1,
349.00,"US","MX",1,
353.00,"MX","US",1,
353.00,"US","LC",1,
353.00,"US","MX",1,
355.00,"CA","US",1,
356.00,"MX","US",1,
358.00,"US","DO",1,
360.00,"US","CU",1,
360.00,"US","CA",1,
362.00,"US","CA",1,
363.00,"US","SX",1,
363.00,"MX","US",1,
364.00,"US","KN",1,
365.00,"CA","US",1,
366.00,"MX","US",1,
367.00,"US","MX",1,
368.00,"US","MQ",1,
370.00,"MQ","US",1,
372.00,"AI","US",1,
372.00,"US","MX",1,
372.00,"US","MX",1,
375.00,"US","JP",1,
377.00,"TT","US",1,
380.00,"CA","US",1,
381.00,"BS","US",1,
381.00,"US","MX",1,
382.00,"US","MX",1,
383.00,"MX","US",1,
383.00,"US","CA",1,
384.00,"US","MX",1,
384.00,"CU","US",1,
385.00,"US","AR",1,
387.00,"US","IS",1,
388.00,"BS","US",1,
389.00,"FM","US",1,
390.00,"CA","US",1,
390.00,"CA","US",1,
390.00,"GD","US",1,
392.00,"US","MX",1,
394.00,"US","DO",1,
394.00,"US","JP",1,
394.00,"US","CA",1,
394.00,"US","CA",1,
394.00,"CA","US",1,
395.00,"CU","US",1,
398.00,"US","MX",1,
398.00,"US","MX",1,
401.00,"US","JM",1,
403.00,"CA","US",1,
404.00,"US","AW",1,
406.00,"TC","US",1,
407.00,"MX","US",1,
409.00,"US","CA",1,
410.00,"US","BS",1,
410.00,"US","MX",1,
412.00,"US","MX",1,
417.00,"GD","US",1,
418.00,"US","GB",1,
420.00,"CA","US",1,
420.00,"US","SX",1,
421.00,"GP","US",1,
421.00,"MX","US",1,
422.00,"IN","US",1,
423.00,"TC","US",1,
423.00,"MX","US",1,
424.00,"CA","US",1,
424.00,"MX","US",1,
425.00,"US","LC",1,
425.00,"US","AW",1,
426.00,"MX","US",1,
426.00,"US","CW",1,
426.00,"US","DO",1,
426.00,"MX","US",1,
427.00,"US","IN",1,
429.00,"US","VC",1,
429.00,"US","CA",1,
433.00,"CA","US",1,
435.00,"CA","US",1,
435.00,"AW","US",1,
436.00,"US","GT",1,
436.00,"US","KR",1,
438.00,"CA","US",1,
438.00,"US","MQ",1,
439.00,"US","CA",1,
439.00,"US","TC",1,
439.00,"US","NI",1,
440.00,"CU","US",1,
444.00,"US","MX",1,
445.00,"US","LC",1,
445.00,"US","DO",1,
446.00,"MQ","US",1,
447.00,"MX","US",1,
447.00,"CA","US",1,
450.00,"BS","US",1,
451.00,"US","CA",1,
451.00,"US","CU",1,
452.00,"US","GY",1,
452.00,"CU","US",1,
452.00,"CA","US",1,
454.00,"AG","US",1,
455.00,"US","GD",1,
455.00,"JM","US",1,
455.00,"US","CA",1,
458.00,"US","BS",1,
459.00,"MX","US",1,
459.00,"US","MX",1,
460.00,"AG","US",1,
460.00,"US","DO",1,
460.00,"US","MX",1,
461.00,"US","CU",1,
462.00,"MX","US",1,
463.00,"MX","US",1,
465.00,"US","CW",1,
466.00,"HN","US",1,
467.00,"US","MX",1,
469.00,"TC","US",1,
469.00,"US","BS",1,
470.00,"CU","US",1,
470.00,"US","HN",1,
472.00,"US","MX",1,
472.00,"MX","US",1,
472.00,"AW","US",1,
473.00,"US","MX",1,
473.00,"US","LC",1,
473.00,"US","BR",1,
474.00,"US","MX",1,
474.00,"US","AG",1,
474.00,"CW","US",1,
474.00,"KN","US",1,
476.00,"US","KN",1,
476.00,"US","AW",1,
477.00,"US","MX",1,
478.00,"KN","US",1,
479.00,"US","CA",1,
479.00,"US","IN",1,
480.00,"JP","US",1,
480.00,"US","MX",1,
481.00,"DO","US",1,
482.00,"CW","US",1,
483.00,"PL","US",1,
484.00,"BS","US",1,
484.00,"US","CA",1,
484.00,"US","AG",1,
484.00,"MX","US",1,
485.00,"LC","US",1,
486.00,"KN","US",1,
486.00,"AW","US",1,
486.00,"CA","US",1,
489.00,"US","JM",1,
490.00,"MX","US",1,
492.00,"US","DO",1,
492.00,"MX","US",1,
494.00,"US","MX",1,
497.00,"US","CA",1,
498.00,"US","DO",1,
498.00,"BR","US",1,
498.00,"US","MX",1,
499.00,"US","MX",1,
499.00,"US","MX",1,
500.00,"CA","US",1,
500.00,"MH","US",1,
500.00,"US","JM",1,
501.00,"JM","US",1,
503.00,"CA","US",1,
504.00,"LC","US",1,
505.00,"MH","US",1,
505.00,"US","CR",1,
508.00,"NI","US",1,
510.00,"DO","US",1,
510.00,"CR","US",1,
510.00,"US","MX",1,
512.00,"US","MX",1,
514.00,"US","DO",1,
514.00,"DO","US",1,
515.00,"US","MX",1,
516.00,"US","TC",1,
517.00,"MX","US",1,
517.00,"CA","US",1,
518.00,"US","KY",1,
518.00,"MX","US",1,
520.00,"KY","US",1,
523.00,"MX","US",1,
523.00,"US","MX",1,
523.00,"MX","US",1,
525.00,"US","MX",1,
525.00,"US","CR",1,
525.00,"CA","US",1,
526.00,"US","GT",1,
526.00,"MX","US",1,
527.00,"US","MX",1,
528.00,"US","HN",1,
529.00,"US","IT",1,
529.00,"US","MX",1,
530.00,"US","WS",1,
535.00,"MX","US",1,
535.00,"US","BR",1,
536.00,"MX","US",1,
536.00,"TC","US",1,
536.00,"US","GD",1,
537.00,"US","GT",1,
537.00,"US","KY",1,
538.00,"US","MH",1,
538.00,"US","MX",1,
538.00,"MX","US",1,
540.00,"US","SV",1,
541.00,"TC","US",1,
544.00,"MX","US",1,
544.00,"US","DO",1,
544.00,"US","DO",1,
545.00,"GT","US",1,
546.00,"MX","US",1,
547.00,"DO","US",1,
547.00,"AW","US",1,
549.00,"US","KY",1,
551.00,"CA","US",1,
552.00,"SX","US",1,
552.00,"US","CR",1,
553.00,"US","MX",1,
553.00,"US","MX",1,
555.00,"BZ","US",1,
555.00,"US","BB",1,
555.00,"LC","US",1,
555.00,"AG","US",1,
556.00,"MX","US",1,
556.00,"BB","US",1,
556.00,"MX","US",1,
557.00,"CA","US",1,
558.00,"US","LC",1,
559.00,"US","MH",1,
560.00,"US","DO",1,
561.00,"DO","US",1,
561.00,"US","KY",1,
562.00,"MX","US",1,
562.00,"SX","US",1,
562.00,"US","TC",1,
562.00,"US","AW",1,
565.00,"MX","US",1,
565.00,"US","CA",1,
565.00,"HN","US",1,
565.00,"DO","US",1,
565.00,"US","DO",1,
566.00,"US","TC",1,
566.00,"MX","US",1,
567.00,"US","CA",1,
567.00,"ES","US",1,
569.00,"US","CA",1,
570.00,"CA","US",1,
570.00,"US","BZ",1,
575.00,"US","SX",1,
577.00,"US","CA",1,
577.00,"CR","US",1,
578.00,"BS","US",1,
582.00,"US","KY",1,
586.00,"MX","US",1,
586.00,"US","MX",1,
587.00,"KY","US",1,
590.00,"MX","US",1,
590.00,"US","CA",1,
590.00,"US","HN",1,
590.00,"KY","US",1,
591.00,"BQ","US",1,
591.00,"KR","US",1,
592.00,"DO","US",1,
592.00,"CR","US",1,
592.00,"US","CV",1,
593.00,"HN","US",1,
594.00,"BQ","US",1,
595.00,"CA","US",1,
596.00,"BZ","US",1,
596.00,"US","TC",1,
596.00,"US","MX",1,
599.00,"DO","US",1,
600.00,"US","MX",1,
601.00,"CA","US",1,
601.00,"BR","US",1,
602.00,"US","BQ",1,
603.00,"LC","US",1,
605.00,"CA","US",1,
605.00,"US","KN",1,
606.00,"US","AW",1,
610.00,"KY","US",1,
611.00,"DO","US",1,
612.00,"US","MX",1,
613.00,"MX","US",1,
613.00,"MX","US",1,
614.00,"US","MX",1,
615.00,"DO","US",1,
616.00,"US","SX",1,
617.00,"US","AG",1,
619.00,"US","CA",1,
621.00,"US","CA",1,
622.00,"MX","US",1,
622.00,"CU","US",1,
623.00,"TC","US",1,
624.00,"SX","US",1,
628.00,"MX","US",1,
628.00,"KY","US",1,
629.00,"US","TT",1,
629.00,"US","MX",1,
631.00,"US","BQ",1,
632.00,"DO","US",1,
633.00,"US","BS",1,
634.00,"AW","US",1,
636.00,"US","CA",1,
638.00,"US","CA",1,
640.00,"US","MX",1,
641.00,"US","MX",1,
641.00,"US","CA",1,
642.00,"US","BZ",1,
642.00,"US","MX",1,
645.00,"CA","US",1,
646.00,"MX","US",1,
649.00,"US","JM",1,
649.00,"MX","US",1,
654.00,"RO","US",1,
656.00,"MX","US",1,
656.00,"MX","US",1,
656.00,"US","SG",1,
657.00,"DO","US",1,
657.00,"KN","US",1,
657.00,"US","CA",1,
658.00,"MX","US",1,
659.00,"CA","US",1,
661.00,"US","MX",1,
662.00,"KN","US",1,
663.00,"PF","US",1,
664.00,"US","BS",1,
670.00,"US","MX",1,
670.00,"MX","US",1,
671.00,"US","MX",1,
672.00,"US","CA",1,
673.00,"US","CA",1,
673.00,"MX","US",1,
675.00,"CA","US",1,
678.00,"US","CA",1,
680.00,"US","CA",1,
680.00,"MX","US",1,
682.00,"MX","US",1,
682.00,"US","CA",1,
683.00,"VC","US",1,
685.00,"SX","US",1,
686.00,"JM","US",1,
686.00,"US","KY",1,
687.00,"US","CA",1,
688.00,"US","CA",1,
689.00,"BS","US",1,
698.00,"CA","US",1,
701.00,"IT","US",1,
701.00,"CU","US",1,
701.00,"MX","US",1,
702.00,"US","DO",1,
703.00,"US","BM",1,
704.00,"MX","US",1,
704.00,"IN","US",1,
705.00,"IS","US",1,
707.00,"US","BZ",1,
707.00,"US","CA",1,
708.00,"US","BR",1,
709.00,"AU","US",1,
713.00,"US","KN",1,
714.00,"US","SX",1,
714.00,"CA","US",1,
715.00,"BM","US",1,
715.00,"US","IN",1,
716.00,"US","CA",1,
717.00,"US","DM",1,
719.00,"CA","US",1,
720.00,"US","HN",1,
721.00,"BZ","US",1,
721.00,"BS","US",1,
721.00,"US","TC",1,
722.00,"US","SX",1,
723.00,"US","FM",1,
723.00,"WS","US",1,
726.00,"US","CO",1,
728.00,"US","BS",1,
732.00,"US","RU",1,
735.00,"US","AW",1,
740.00,"US","CR",1,
740.00,"US","JM",1,
742.00,"US","MX",1,
749.00,"US","CA",1,
750.00,"CR","US",1,
750.00,"US","AU",1,
759.00,"NL","US",1,
760.00,"HN","US",1,
761.00,"US","MX",1,
761.00,"CA","US",1,
763.00,"DM","US",1,
763.00,"US","MX",1,
763.00,"US","BZ",1,
763.00,"US","RO",1,
764.00,"US","MX",1,
765.00,"US","CA",1,
766.00,"US","DO",1,
769.00,"US","CN",1,
769.00,"BM","US",1,
770.00,"AW","US",1,
771.00,"US","CU",1,
777.00,"US","CA",1,
777.00,"US","KN",1,
777.00,"HT","US",1,
779.00,"SX","US",1,
781.00,"TT","US",1,
782.00,"US","CH",1,
786.00,"US","BR",1,
789.00,"CA","US",1,
792.00,"US","AW",1,
796.00,"CA","US",1,
796.00,"FM","US",1,
796.00,"US","PA",1,
797.00,"US","KY",1,
801.00,"US","CA",1,
802.00,"US","MX",1,
802.00,"US","FM",1,
804.00,"CA","US",1,
806.00,"MX","US",1,
806.00,"CA","US",1,
807.00,"PT","US",1,
813.00,"US","CA",1,
814.00,"US","SV",1,
819.00,"GY","US",1,
820.00,"US","CA",1,
822.00,"US","NL",1,
824.00,"MX","US",1,
826.00,"US","IE",1,
828.00,"FM","US",1,
830.00,"RU","US",1,
830.00,"US","IL",1,
832.00,"US","CA",1,
833.00,"US","MA",1,
835.00,"US","MX",1,
836.00,"US","CA",1,
838.00,"US","CA",1,
846.00,"CH","US",1,
847.00,"CA","US",1,
848.00,"US","MX",1,
850.00,"US","PT",1,
854.00,"US","JM",1,
858.00,"US","CR",1,
859.00,"CO","US",1,
859.00,"US","MX",1,
860.00,"US","CU",1,
861.00,"CA","US",1,
862.00,"US","DE",1,
864.00,"KN","US",1,
864.00,"US","FR",1,
866.00,"US","CA",1,
867.00,"US","CA",1,
868.00,"US","PL",1,
868.00,"US","CA",1,
875.00,"CR","US",1,
875.00,"US","CA",1,
875.00,"IE","US",1,
878.00,"US","DO",1,
878.00,"US","CA",1,
886.00,"CA","US",1,
890.00,"BR","US",1,
890.00,"CA","US",1,
894.00,"DE","US",1,
894.00,"CA","US",1,
895.00,"US","CA",1,
896.00,"CA","US",1,
896.00,"DO","US",1,
896.00,"US","CA",1,
897.00,"BS","US",1,
897.00,"US","BS",1,
903.00,"CA","US",1,
904.00,"KY","US",1,
905.00,"US","MX",1,
906.00,"US","ES",1,
907.00,"FR","US",1,
907.00,"US","BR",1,
910.00,"US","CA",1,
913.00,"CA","US",1,
913.00,"US","BR",1,
915.00,"HN","US",1,
917.00,"ES","US",1,
918.00,"US","KY",1,
918.00,"US","KN",1,
918.00,"BR","US",1,
923.00,"JM","US",1,
923.00,"CA","US",1,
924.00,"CA","US",1,
925.00,"US","JM",1,
925.00,"US","JM",1,
925.00,"US","MX",1,
926.00,"CA","US",1,
928.00,"US","CO",1,
930.00,"CA","US",1,
931.00,"US","MX",1,
932.00,"CA","US",1,
932.00,"CA","US",1,
933.00,"US","CA",1,
937.00,"US","SV",1,
939.00,"US","GT",1,
939.00,"CA","US",1,
940.00,"US","MX",1,
940.00,"BS","US",1,
940.00,"CA","US",1,
943.00,"US","CA",1,
943.00,"US","IE",1,
946.00,"BS","US",1,
950.00,"US","JP",1,
951.00,"MX","US",1,
955.00,"US","MX",1,
956.00,"SV","US",1,
956.00,"CA","US",1,
957.00,"CA","US",1,
957.00,"US","CA",1,
960.00,"US","DO",1,
961.00,"CA","US",1,
962.00,"CR","US",1,
963.00,"FM","US",1,
963.00,"US","IT",1,
965.00,"MX","US",1,
965.00,"US","CA",1,
968.00,"US","CR",1,
968.00,"US","CR",1,
969.00,"US","MX",1,
970.00,"US","FM",1,
971.00,"US","MX",1,
978.00,"US","CA",1,
978.00,"JM","US",1,
981.00,"US","BM",1,
982.00,"TC","US",1,
982.00,"MX","US",1,
982.00,"US","CA",1,
983.00,"DO","US",1,
985.00,"US","CA",1,
985.00,"US","DO",1,
991.00,"MX","US",1,
993.00,"US","CA",1,
994.00,"CK","US",1,
996.00,"JM","US",1,
997.00,"MX","US",1,
998.00,"US","MX",1,
1001.00,"MX","US",1,
1001.00,"PF","US",1,
1002.00,"US","MX",1,
1004.00,"BM","US",1,
1005.00,"US","CA",1,
1007.00,"US","CA",1,
1007.00,"US","MX",1,
1011.00,"US","CK",1,
1012.00,"US","LC",1,
1012.00,"US","CA",1,
1013.00,"CV","US",1,
1014.00,"US","HN",1,
1016.00,"US","BM",1,
1018.00,"CU","US",1,
1020.00,"JP","US",1,
1020.00,"CV","US",1,
1023.00,"CR","US",1,
1024.00,"CA","US",1,
1025.00,"US","FR",1,
1029.00,"US","CA",1,
1039.00,"CA","US",1,
1041.00,"MX","US",1,
1042.00,"US","CA",1,
1044.00,"MX","US",1,
1044.00,"US","CA",1,
1044.00,"US","HT",1,
1045.00,"CR","US",1,
1048.00,"CA","US",1,
1055.00,"MX","US",1,
1056.00,"US","MX",1,
1057.00,"CA","US",1,
1064.00,"US","BS",1,
1065.00,"IE","US",1,
1072.00,"US","MX",1,
1073.00,"MX","US",1,
1073.00,"VG","US",1,
1073.00,"US","BS",1,
1079.00,"CA","US",1,
1079.00,"US","VG",1,
1082.00,"CA","US",1,
1082.00,"CA","US",1,
1082.00,"US","MX",1,
1084.00,"CR","US",1,
1086.00,"CA","US",1,
1090.00,"MX","US",1,
1090.00,"US","CA",1,
1091.00,"MX","US",1,
1093.00,"US","FR",1,
1094.00,"US","CA",1,
1094.00,"US","AZ",1,
1096.00,"US","FR",1,
1101.00,"US","MX",1,
1104.00,"US","KY",1,
1104.00,"US","MX",1,
1108.00,"US","CA",1,
1108.00,"MX","US",1,
1108.00,"US","CR",1,
1109.00,"HT","US",1,
1111.00,"US","MX",1,
1112.00,"DO","US",1,
1112.00,"KY","US",1,
1112.00,"KY","US",1,
1113.00,"US","CA",1,
1113.00,"AW","US",1,
1118.00,"US","CA",1,
1120.00,"SG","US",1,
1122.00,"FR","US",1,
1123.00,"US","ES",1,
1129.00,"US","NL",1,
1131.00,"CO","US",1,
1135.00,"US","PF",1,
1137.00,"CA","US",1,
1137.00,"MX","US",1,
1137.00,"US","TC",1,
1137.00,"US","HN",1,
1139.00,"MX","US",1,
1142.00,"IL","US",1,
1145.00,"US","MX",1,
1146.00,"MX","US",1,
1146.00,"US","JM",1,
1147.00,"US","CA",1,
1148.00,"CA","US",1,
1148.00,"US","CA",1,
1149.00,"MX","US",1,
1150.00,"US","KY",1,
1152.00,"US","BB",1,
1155.00,"BB","US",1,
1156.00,"DO","US",1,
1159.00,"US","JM",1,
1160.00,"US","MX",1,
1162.00,"CA","US",1,
1165.00,"MX","US",1,
1167.00,"CU","US",1,
1167.00,"MX","US",1,
1170.00,"US","DO",1,
1177.00,"SV","US",1,
1178.00,"US","CA",1,
1178.00,"KN","US",1,
1179.00,"US","MX",1,
1181.00,"HN","US",1,
1182.00,"US","CA",1,
1183.00,"CA","US",1,
1184.00,"US","CA",1,
1187.00,"BS","US",1,
1191.00,"US","CO",1,
1197.00,"US","GY",1,
1197.00,"US","FR",1,
1197.00,"US","MX",1,
1198.00,"US","MX",1,
1201.00,"CA","US",1,
1201.00,"DO","US",1,
1201.00,"IN","US",1,
1206.00,"US","HN",1,
1207.00,"US","MX",1,
1208.00,"HT","US",1,
1208.00,"AR","US",1,
1209.00,"US","HT",1,
1211.00,"KY","US",1,
1212.00,"MX","US",1,
1214.00,"FR","US",1,
1214.00,"US","BS",1,
1215.00,"US","HT",1,
1215.00,"US","MX",1,
1217.00,"US","MX",1,
1217.00,"US","HN",1,
1217.00,"MX","US",1,
1220.00,"US","MX",1,
1222.00,"SV","US",1,
1222.00,"US","BL",1,
1224.00,"MX","US",1,
1226.00,"US","MX",1,
1227.00,"JM","US",1,
1229.00,"CA","US",1,
1229.00,"US","CU",1,
1231.00,"US","VC",1,
1234.00,"DO","US",1,
1234.00,"IT","US",1,
1236.00,"US","CR",1,
1239.00,"VC","US",1,
1241.00,"US","JM",1,
1242.00,"US","GT",1,
1245.00,"HN","US",1,
1249.00,"US","CR",1,
1249.00,"MX","US",1,
1254.00,"US","SV",1,
1256.00,"MX","US",1,
1258.00,"US","CA",1,
1258.00,"MX","US",1,
1259.00,"US","DO",1,
1259.00,"MX","US",1,
1261.00,"CA","US",1,
1263.00,"TT","US",1,
1264.00,"CA","US",1,
1264.00,"US","CA",1,
1267.00,"GY","US",1,
1272.00,"CO","US",1,
1278.00,"US","CA",1,
1279.00,"US","MX",1,
1283.00,"CA","US",1,
1283.00,"US","NL",1,
1284.00,"CA","US",1,
1285.00,"US","MX",1,
1285.00,"CA","US",1,
1286.00,"MX","US",1,
1287.00,"BZ","US",1,
1289.00,"MX","US",1,
1290.00,"CA","US",1,
1290.00,"CA","US",1,
1295.00,"CA","US",1,
1296.00,"US","MX",1,
1297.00,"US","CR",1,
1300.00,"JM","US",1,
1301.00,"BQ","US",1,
1304.00,"CA","US",1,
1305.00,"US","CA",1,
1306.00,"NL","US",1,
1307.00,"US","CA",1,
1308.00,"US","TC",1,
1311.00,"BS","US",1,
1316.00,"US","MX",1,
1317.00,"MX","US",1,
1317.00,"US","CA",1,
1320.00,"US","MX",1,
1322.00,"AZ","US",1,
1323.00,"MX","US",1,
1325.00,"US","CA",1,
1326.00,"US","CA",1,
1328.00,"US","CU",1,
1329.00,"US","WS",1,
1331.00,"BS","US",1,
1334.00,"US","CA",1,
1336.00,"CA","US",1,
1337.00,"US","MX",1,
1338.00,"US","CN",1,
1340.00,"US","CA",1,
1340.00,"US","MX",1,
1341.00,"CR","US",1,
1343.00,"MX","US",1,
1344.00,"US","CA",1,
1344.00,"US","IT",1,
1345.00,"IN","US",1,
1349.00,"BS","US",1,
1349.00,"ZA","US",1,
1351.00,"US","CA",1,
1352.00,"MX","US",1,
1352.00,"US","JO",1,
1357.00,"US","CA",1,
1358.00,"CA","US",1,
1359.00,"US","CA",1,
1359.00,"US","JM",1,
1361.00,"US","IS",1,
1363.00,"ES","US",1,
1364.00,"US","CN",1,
1366.00,"CU","US",1,
1371.00,"US","CA",1,
1372.00,"DO","US",1,
1374.00,"US","HU",1,
1377.00,"CR","US",1,
1377.00,"CA","US",1,
1378.00,"US","MX",1,
1379.00,"JM","US",1,
1379.00,"FR","US",1,
1380.00,"CA","US",1,
1384.00,"US","MX",1,
1385.00,"US","CA",1,
1389.00,"US","CA",1,
1391.00,"US","MX",1,
1392.00,"MX","US",1,
1392.00,"CA","US",1,
1395.00,"US","MX",1,
1395.00,"US","IN",1,
1399.00,"US","CA",1,
1400.00,"US","KY",1,
1400.00,"MX","US",1,
1401.00,"DO","US",1,
1402.00,"US","KY",1,
1402.00,"US","BE",1,
1404.00,"US","BZ",1,
1405.00,"JM","US",1,
1407.00,"US","MX",1,
1408.00,"US","PF",1,
1410.00,"US","MX",1,
1411.00,"CA","US",1,
1411.00,"CA","US",1,
1416.00,"MX","US",1,
1417.00,"US","BQ",1,
1417.00,"US","TW",1,
1419.00,"US","PA",1,
1424.00,"US","CO",1,
1424.00,"KY","US",1,
1426.00,"TC","US",1,
1427.00,"US","MX",1,
1428.00,"MX","US",1,
1429.00,"JM","US",1,
1430.00,"NL","US",1,
1433.00,"SE","US",1,
1433.00,"US","CR",1,
1433.00,"CA","US",1,
1436.00,"KY","US",1,
1442.00,"CA","US",1,
1442.00,"GP","US",1,
1443.00,"BE","US",1,
1444.00,"CU","US",1,
1445.00,"CA","US",1,
1445.00,"CN","US",1,
1446.00,"US","CA",1,
1449.00,"MX","US",1,
1449.00,"MX","US",1,
1451.00,"JO","US",1,
1454.00,"MX","US",1,
1460.00,"US","CA",1,
1461.00,"US","PF",1,
1462.00,"LC","US",1,
1464.00,"MX","US",1,
1465.00,"US","BS",1,
1466.00,"CO","US",1,
1467.00,"US","DO",1,
1467.00,"CA","US",1,
1469.00,"MX","US",1,
1470.00,"MX","US",1,
1471.00,"US","GP",1,
1478.00,"MX","US",1,
1479.00,"US","CA",1,
1481.00,"US","CA",1,
1482.00,"US","CA",1,
1486.00,"CA","US",1,
1487.00,"US","CA",1,
1487.00,"MX","US",1,
1488.00,"CA","US",1,
1490.00,"CA","US",1,
1499.00,"CA","US",1,
1500.00,"CH","US",1,
1513.00,"US","TT",1,
1515.00,"CA","US",1,
1516.00,"US","HN",1,
1518.00,"BL","US",1,
1518.00,"US","CN",1,
1521.00,"CA","US",1,
1522.00,"MX","US",1,
1524.00,"US","CW",1,
1524.00,"US","IT",1,
1525.00,"CA","US",1,
1527.00,"MX","US",1,
1528.00,"US","CA",1,
1531.00,"US","ET",1,
1533.00,"US","CN",1,
1535.00,"US","DO",1,
1536.00,"CA","US",1,
1537.00,"JM","US",1,
1540.00,"US","CA",1,
1541.00,"US","MX",1,
1547.00,"US","BR",1,
1551.00,"DO","US",1,
1555.00,"US","CN",1,
1556.00,"US","CH",1,
1560.00,"US","FR",1,
1561.00,"US","CA",1,
1562.00,"US","CA",1,
1562.00,"US","MX",1,
1565.00,"CA","US",1,
1572.00,"MX","US",1,
1576.00,"US","CA",1,
